Gender,Major,Program,GPA
Female,MS,CND,8.573930543731194
Male,PhD,CSE,8.059659795011742
Female,B.Tech,CSE,7.923014819233018
Male,B.Tech,CSE,7.895235216663533
Female,B.Tech,ECE,8.25353405777955
Male,B.Tech,ECE,6.559190468651423
Female,PhD,ECE,7.688633372931128
Male,B.Tech,ECE,6.389845360797452
Male,MS,CSE,7.802858638819077
Male,B.Tech,CHD,8.667211600851754
Female,B.Tech,CHD,9.19501202912775
Male,B.Tech,CND,7.3446623046439825
Male,B.Tech,CND,7.0093906080186
Female,MS,ECE,7.7550645186680525
Female,B.Tech,CSE,7.824690350210867
Female,MS,CHD,9.532006974394061
Female,MS,CSE,9.25009562383179
Female,B.Tech,CSE,8.137976612605833
Female,MS,CSE,8.7863117717797
Male,B.Tech,ECE,7.832309886254115
Male,B.Tech,ECE,6.952709354291465
Female,MS,CSE,7.484416244221443
Male,PhD,CSE,8.28959295533603
Male,B.Tech,ECE,7.422339602131353
Male,B.Tech,CSE,5.546366101281705
Female,B.Tech,CND,6.847049270633791
Male,B.Tech,CSE,6.174067645408726
Male,B.Tech,ECE,8.013841161068141
Male,PhD,ECE,8.025145798921645
Male,B.Tech,CSE,7.3282203319809875
Male,B.Tech,ECE,6.2999797070644235
Male,B.Tech,ECE,8.597699325960916
Male,B.Tech,CHD,5.299243063465415
Female,B.Tech,ECE,7.4758403768439665
Male,B.Tech,CSE,5.722742331560068
Female,MS,CSE,7.643467144660605
Female,B.Tech,CSE,7.206186703684505
Male,B.Tech,CSE,7.255357031316837
Female,MS,ECE,8.16048678876679
Male,B.Tech,CND,7.1517491409755
Female,B.Tech,ECE,6.358155738126557
Male,B.Tech,ECE,6.835946676911189
Female,B.Tech,ECE,7.031634016178915
Male,B.Tech,CHD,7.195360396758883
Male,B.Tech,CSE,6.934319527193011
Male,MS,CHD,8.510713294689118
Female,MS,CND,8.065370879105659
Female,B.Tech,CSE,7.201325967621614
Male,B.Tech,CSE,6.617347651688482
Male,B.Tech,CND,5.9475580733855775
Male,B.Tech,ECE,7.154028930732471
Female,B.Tech,CSE,8.207446043962937
Male,B.Tech,ECE,7.4438612307304135
Female,B.Tech,ECE,6.182506058785208
Male,MS,ECE,8.570318018073023
Male,B.Tech,CSE,6.664882932206043
Male,MS,CSE,8.500257786336201
Male,MS,CHD,7.741842894572687
Male,B.Tech,ECE,7.35330643982737
Male,MS,CND,7.637051864362958
Female,MS,CSE,7.654863252470766
Male,B.Tech,CHD,5.43373463290426
Male,B.Tech,CSE,7.5120748191611595
Male,B.Tech,ECE,7.370169634820337
Male,PhD,CND,8.513221358130473
Male,B.Tech,ECE,7.275330561131811
Male,B.Tech,CSE,6.237749966676697
Male,B.Tech,CSE,7.96589926449358
Male,B.Tech,ECE,7.99277930009227
Male,B.Tech,ECE,6.211762534829417
Male,MS,CND,8.37248679394497
Male,B.Tech,ECE,7.874991185367977
Male,MS,CND,7.670931208659395
Female,MS,CHD,7.792775017528953
Male,B.Tech,CHD,7.534113408211786
Female,B.Tech,CSE,5.489670230585698
Male,MS,CND,7.2380379449262
Female,PhD,ECE,7.80511249606522
Female,B.Tech,CND,5.203683635174505
Male,B.Tech,CSE,8.08493977418748
Female,B.Tech,ECE,5.011868185808333
Male,MS,CHD,8.240177464401956
Male,MS,CND,8.568178376328653
Female,B.Tech,ECE,6.706404045586733
Female,MS,ECE,7.532142662688129
Male,B.Tech,ECE,7.232842450736639
Male,MS,ECE,8.001283100416137
Male,B.Tech,CSE,8.003504862416415
Male,B.Tech,CSE,4.371478859602043
Female,B.Tech,CSE,6.0812925238518725
Male,B.Tech,ECE,7.5615768839160555
Male,B.Tech,CND,7.05044744277446
Male,B.Tech,CND,7.752034159196867
Male,B.Tech,CSE,7.262019976239662
Male,B.Tech,CSE,6.865262936758687
Male,B.Tech,CSE,6.697711556906496
Female,MS,CSE,9.62753851111291
Female,MS,CSE,9.074462391822058
Male,B.Tech,CSE,7.495505098095222
Female,B.Tech,ECE,7.078463893448415
Female,B.Tech,ECE,7.538132549353435
Female,PhD,CHD,8.713417358936455
Male,PhD,ECE,8.509413342852255
Male,B.Tech,ECE,6.248619876613442
Male,PhD,CND,9.192255383862255
Male,MS,ECE,8.172345759427813
Male,MS,CSE,9.40975102127287
Male,B.Tech,CSE,7.1871474868773335
Male,B.Tech,CSE,6.754346647874466
Female,B.Tech,ECE,8.384140124046464
Male,B.Tech,CSE,7.301186958077767
Male,B.Tech,ECE,7.13342263450929
Female,B.Tech,CSE,5.799635794357406
Female,B.Tech,ECE,7.6602178051358285
Female,B.Tech,CSE,6.506689617044092
Other,B.Tech,ECE,6.552208790926025
Male,B.Tech,CSE,6.509451154594829
Female,PhD,CSE,8.519516917347651
Male,MS,CND,6.925236608497017
Male,B.Tech,ECE,6.789154657274193
Male,B.Tech,CSE,7.980278991109378
Male,B.Tech,ECE,5.754331130659993
Male,B.Tech,ECE,7.172878960934585
Male,MS,ECE,7.5580204058104155
Female,B.Tech,ECE,6.5963068805343665
Male,B.Tech,CHD,8.655152260389906
Male,MS,CSE,6.8446575715184945
Female,B.Tech,CSE,7.765630338171617
Male,B.Tech,CSE,6.522071731222788
Male,B.Tech,ECE,6.472336014854332
Female,B.Tech,CND,5.888437657511733
Male,B.Tech,CHD,7.753899637273635
Male,B.Tech,ECE,6.808595383715984
Female,B.Tech,CND,6.682330586205348
Male,MS,CHD,8.076885850442853
Male,B.Tech,ECE,6.8297128742582
Female,MS,CND,6.599518484172533
Female,B.Tech,CSE,6.5091758170226415
Male,B.Tech,ECE,7.895440890948324
Male,B.Tech,ECE,5.493383535887691
Male,B.Tech,CND,5.910062100143645
Male,B.Tech,CHD,6.573208604601474
Male,B.Tech,CHD,6.2743765813628585
Male,MS,CND,7.980480162500874
Female,B.Tech,ECE,5.9069232483212595
Male,B.Tech,CSE,6.612145476190627
Male,PhD,CSE,8.276002734200334
Male,B.Tech,ECE,7.648940416207971
Female,B.Tech,ECE,8.244789386099596
Male,MS,ECE,7.816916992302592
Male,B.Tech,ECE,8.888060241245824
Female,B.Tech,CND,6.816095419455476
Male,B.Tech,CSE,7.828875148256531
Male,B.Tech,CHD,8.931507734726779
Male,B.Tech,CND,7.139308409235936
Male,B.Tech,ECE,5.626473378422465
Male,PhD,ECE,8.345451928603817
Male,MS,CHD,7.571849978256562
Male,B.Tech,ECE,6.725567973027548
Male,B.Tech,CSE,8.984976882495214
Female,MS,CSE,7.144065603743287
Other,B.Tech,CSE,7.300466822305859
Female,B.Tech,CSE,6.122278719678276
Female,B.Tech,CSE,6.692342058799086
Male,MS,CSE,8.521389634643139
Female,B.Tech,ECE,7.318163943473023
Male,PhD,CND,8.187483865519207
Female,B.Tech,ECE,6.3501996747353715
Other,B.Tech,CND,7.316078192153614
Female,B.Tech,ECE,8.70768671715337
Other,B.Tech,ECE,6.098648057376376
Male,MS,ECE,9.33816471982044
Male,PhD,ECE,8.899748725362576
Male,B.Tech,CHD,8.369353367577768
Male,PhD,CND,8.454216190464802
Male,MS,ECE,8.819790842856927
Male,B.Tech,CSE,5.991168717549374
Other,B.Tech,ECE,6.331956092151488
Male,B.Tech,CSE,7.765813813920392
Female,B.Tech,CSE,7.2958450552238165
Female,B.Tech,CHD,6.851620741502231
Female,B.Tech,ECE,4.497391109392578
Female,B.Tech,ECE,6.564525951961829
Male,MS,CND,7.1781623537912145
Female,MS,ECE,8.345474017918052
Female,B.Tech,ECE,6.8088314714327645
Male,B.Tech,CSE,6.371699455833495
Male,B.Tech,CSE,9.642910482624304
Female,B.Tech,ECE,8.038174476694234
Male,B.Tech,ECE,8.055872141356058
Male,B.Tech,CSE,9.202215144682173
Female,B.Tech,CSE,7.802191782683109
Male,B.Tech,ECE,6.229045990527134
Male,B.Tech,ECE,6.112103648308263
Female,B.Tech,ECE,7.964902758754235
Male,MS,ECE,6.558452004157377
Male,PhD,CSE,8.261110184495218
Male,B.Tech,ECE,4.828875622443552
Male,B.Tech,CND,7.098843508389506
Female,B.Tech,CSE,7.8540702507119535
Male,B.Tech,ECE,7.279415534603633
Male,B.Tech,ECE,7.938109358970598
Male,B.Tech,ECE,8.964826941659915
Male,PhD,CSE,8.228230781368996
Female,B.Tech,CND,9.80765078327888
Female,MS,CHD,8.148868969319109
Male,B.Tech,CHD,7.949165062690359
Male,B.Tech,CSE,6.388937285434933
Male,B.Tech,ECE,8.619313979630682
Male,B.Tech,ECE,8.04171019854263
Female,B.Tech,CSE,8.471451302567997
Male,B.Tech,CSE,7.054504421773955
Male,B.Tech,ECE,5.74458243561671
Male,B.Tech,CSE,7.460397439625406
Female,B.Tech,ECE,5.302980186676484
Other,PhD,CSE,8.131907098189025
Male,B.Tech,CSE,7.191080436632251
Female,B.Tech,ECE,9.377224292510768
Male,B.Tech,CSE,7.3185486119419405
Male,MS,CND,8.097676228358127
Female,B.Tech,CHD,6.936967575964707
Female,B.Tech,ECE,5.657909095234983
Female,B.Tech,CHD,7.085825840013007
Male,B.Tech,CHD,7.1028826761367725
Male,B.Tech,CSE,6.031391504546283
Female,PhD,CND,7.7066271927858185
Male,MS,CSE,7.6629005220625865
Male,B.Tech,ECE,7.064932978572693
Male,B.Tech,ECE,6.542445818618542
Female,B.Tech,ECE,5.949124550348479
Male,B.Tech,CSE,7.289272252004306
Male,MS,CSE,8.37720677691846
Female,B.Tech,ECE,7.121297709222235
Male,B.Tech,CSE,6.437017286123067
Male,B.Tech,ECE,7.594841021232258
Male,MS,CHD,7.866623897191113
Male,B.Tech,CSE,5.81091629265485
Male,B.Tech,CSE,8.036244355001399
Male,B.Tech,ECE,7.35350801926649
Female,B.Tech,ECE,6.880709694304261
Male,PhD,CSE,7.514473897582638
Female,B.Tech,CSE,6.255139720864788
Male,B.Tech,CSE,9.018565712382927
Male,B.Tech,CSE,5.491657938119303
Male,MS,ECE,7.824055504250815
Male,B.Tech,ECE,6.98366423764638
Female,B.Tech,ECE,7.320476789411555
Male,B.Tech,CHD,5.502829064173586
Male,B.Tech,CSE,7.1741762564046
Female,MS,ECE,6.819726176269825
Female,MS,CHD,8.068200157336857
Female,B.Tech,ECE,6.347602080990417
Male,B.Tech,ECE,6.1341307330821895
Female,PhD,CHD,8.717408579333794
Male,B.Tech,ECE,6.764393756636117
Male,B.Tech,CSE,7.473710804907571
Male,B.Tech,ECE,7.506826911377817
Male,B.Tech,ECE,8.269953488955101
Male,B.Tech,CND,5.791742258378975
Male,MS,CHD,8.64331096376383
Female,MS,CHD,8.011523135706632
Male,B.Tech,ECE,6.621875419630406
Male,B.Tech,CHD,5.850749480809718
Male,B.Tech,CND,7.606590861542862
Female,B.Tech,ECE,6.077775478666115
Male,B.Tech,ECE,7.517806586977143
Male,B.Tech,CSE,8.927830772967132
Female,PhD,CHD,8.789988520179666
Female,MS,CHD,8.974004027605455
Male,B.Tech,ECE,6.280995222774968
Female,B.Tech,CSE,7.762733046131995
Female,B.Tech,ECE,5.85578504486361
Female,PhD,ECE,8.183258548712693
Male,B.Tech,ECE,8.74127205621912
Female,B.Tech,CSE,6.392157793573515
Male,B.Tech,ECE,8.111356184173093
Male,MS,CSE,8.7109527130998
Male,MS,CSE,8.752318875154586
Male,B.Tech,ECE,5.732998023878727
Male,MS,CSE,8.367640676210975
Female,B.Tech,ECE,6.843401434083137
Male,B.Tech,CND,8.088496857529112
Male,MS,CND,6.841499720191209
Male,MS,CSE,8.257451522345923
Male,B.Tech,CHD,7.2263752028400665
Female,B.Tech,CSE,5.009883262751065
Male,MS,CND,7.380205750733516
Male,MS,CHD,6.7188934508182045
Male,MS,CSE,7.491551288653965
Male,B.Tech,ECE,7.549217084665148
Male,PhD,ECE,8.397682787824305
Female,PhD,CND,8.384700040296774
Female,B.Tech,ECE,5.9602518910686175
Male,MS,CHD,8.784315344057372
Female,B.Tech,ECE,6.98118032163866
Female,B.Tech,CND,7.033703812257508
Female,B.Tech,CND,7.94039956894613
Male,B.Tech,ECE,6.008654252307461
Male,B.Tech,ECE,7.228547769871923
Male,MS,CND,8.296423744120993
Female,B.Tech,CHD,6.454431849706152
Female,B.Tech,CSE,7.6523733807597765
Male,PhD,ECE,8.538561585314785
Male,B.Tech,CSE,6.898823287722575
Female,B.Tech,ECE,6.867849109865139
Female,B.Tech,CSE,7.523547657871305
Other,B.Tech,ECE,7.7884710400131905
Female,B.Tech,ECE,7.06289991740664
Male,MS,ECE,8.784132622284792
Male,B.Tech,ECE,7.658525962430583
Female,MS,CSE,6.748075235191229
Male,B.Tech,CHD,5.595103302457858
Male,B.Tech,CND,8.182235219021662
Female,B.Tech,ECE,6.753226868529103
Male,MS,CND,8.114923075958231
Female,B.Tech,CSE,8.139290517659145
Male,B.Tech,ECE,6.993588782628159
Female,B.Tech,CSE,7.037267609589349
Male,B.Tech,ECE,6.131270767208271
Male,B.Tech,CSE,7.369994507227521
Male,B.Tech,ECE,7.586512218966823
Male,B.Tech,CSE,6.422118162997144
Female,MS,CHD,7.3545850351858935
Female,B.Tech,CSE,9.626289255195228
Male,B.Tech,CHD,6.907091530151717
Male,B.Tech,ECE,6.3163076603907085
Male,B.Tech,CSE,7.7065864452922614
Male,MS,ECE,7.964444175340476
Female,B.Tech,CHD,5.914233676737897
Female,B.Tech,CSE,7.483053571651445
Female,MS,ECE,7.402815321646927
Female,B.Tech,ECE,8.576458002155634
Male,B.Tech,CSE,7.494504629752402
Female,B.Tech,CSE,6.723119575473916
Female,MS,ECE,8.07654291261548
Female,PhD,CSE,8.751644060549097
Female,MS,CSE,8.130172877492559
Male,B.Tech,CSE,9.122109457233549
Female,PhD,ECE,8.867933758197763
Male,B.Tech,CSE,7.487607367561122
Male,B.Tech,CND,6.063014126491516
Male,MS,ECE,7.897178327268606
Female,B.Tech,ECE,7.478874970052453
Female,B.Tech,CSE,6.177138584241861
Female,B.Tech,CSE,8.29342687496295
Female,B.Tech,CHD,6.0258426582219595
Male,MS,CHD,7.553942011367869
Female,B.Tech,CSE,6.437700815105119
Male,B.Tech,ECE,7.7438244606331335
Male,B.Tech,ECE,6.195063632829227
Male,PhD,CND,7.400011714790473
Female,MS,CSE,8.761627185033198
Female,B.Tech,ECE,6.555613714894438
Male,PhD,CHD,7.7657461839240325
Male,MS,CND,7.471599012758222
Female,B.Tech,CHD,8.716762749184351
Male,B.Tech,CSE,6.342956302727089
Female,B.Tech,ECE,6.876631894623099
Female,MS,CHD,7.687157146399789
Male,B.Tech,ECE,5.767337456566244
Male,B.Tech,CHD,6.257281437753036
Female,B.Tech,CND,5.698891592993505
Female,PhD,CSE,8.777940637840357
Male,B.Tech,CSE,7.100879064613596
Female,PhD,CND,9.541338881087162
Male,PhD,ECE,7.945544637504706
Male,B.Tech,CSE,6.141139753854381
Female,B.Tech,ECE,8.533759768355328
Female,B.Tech,CHD,8.057977032068134
Male,PhD,CSE,8.49238251088551
Female,B.Tech,ECE,5.886308484911728
Male,B.Tech,CSE,8.744996267727934
Male,B.Tech,CSE,6.927896840229652
Male,B.Tech,CSE,6.569324871504964
Female,PhD,CSE,8.87147986845914
Male,B.Tech,CHD,6.97770487874627
Male,MS,CND,7.184030940057682
Male,B.Tech,ECE,7.040302599498582
Female,B.Tech,CSE,6.218651198429236
Female,PhD,CHD,6.795329428658414
Female,B.Tech,CSE,6.118289807849868
Male,PhD,ECE,8.036132214566075
Male,B.Tech,ECE,5.844354890706952
Male,B.Tech,ECE,7.575246532114038
Female,B.Tech,CSE,6.2225522426712185
Female,PhD,ECE,8.539213100417228
Male,PhD,CND,7.683340131815843
Female,B.Tech,ECE,7.909218921082538
Male,B.Tech,CND,5.723517473333509
Male,B.Tech,CND,4.658469590608927
Male,B.Tech,ECE,8.237262585163228
Male,MS,CSE,7.4008743373881805
Male,B.Tech,ECE,8.756929058199407
Male,PhD,CSE,8.582295950604035
Male,B.Tech,CSE,7.790263318381253
Female,MS,CHD,8.731830750326251
Male,B.Tech,ECE,7.112679346249069
Male,B.Tech,CSE,7.124055417838539
Female,PhD,CHD,8.940670012097154
Male,B.Tech,ECE,7.111358495698098
Male,MS,CSE,7.490276207242373
Female,PhD,ECE,8.592879280081112
Male,B.Tech,CSE,4.886356585615047
Male,B.Tech,CSE,8.319558801560213
Male,B.Tech,ECE,8.340439135965092
Female,B.Tech,ECE,8.19816666812308
Male,B.Tech,ECE,8.159771962377695
Female,B.Tech,CSE,6.915824674658877
Male,B.Tech,CSE,6.8933176155069775
Male,B.Tech,CSE,5.770359910229144
Male,B.Tech,CSE,8.748041251711047
Female,B.Tech,CSE,6.514981826973722
Male,B.Tech,ECE,7.339885309751881
Male,B.Tech,CSE,7.254045282954778
Male,B.Tech,ECE,5.659580818395844
Male,B.Tech,ECE,5.255324975876794
Other,B.Tech,ECE,7.005586620867348
Male,B.Tech,CSE,6.546243882388491
Male,MS,CND,7.937394198529665
Male,B.Tech,CND,8.065415630203233
Female,B.Tech,CSE,7.224944150537023
Male,PhD,CHD,8.679261270382366
Male,MS,CND,8.311729713522904
Female,B.Tech,ECE,6.683665806760168
Female,B.Tech,CSE,5.998196832806936
Male,B.Tech,ECE,7.264717868113468
Male,B.Tech,ECE,7.083892619346091
Male,PhD,ECE,8.757578168752374
Male,B.Tech,CND,6.849099930277507
Male,PhD,CHD,8.15132922744224
Male,B.Tech,CSE,6.7705006162184
Male,PhD,CHD,7.840636682497278
Male,B.Tech,ECE,8.446909944820458
Female,B.Tech,CSE,8.139628754615762
Female,B.Tech,CSE,5.786970171041953
Male,B.Tech,CND,7.803948141972549
Male,B.Tech,ECE,5.154994936067634
Male,MS,CSE,8.689702463177715
Female,B.Tech,CSE,6.3036495488923245
Male,MS,ECE,8.251930390374776
Male,B.Tech,ECE,5.070490310458328
Male,B.Tech,CSE,5.801295768322049
Male,PhD,CHD,8.534351483624706
Male,B.Tech,CSE,6.29909181661722
Male,B.Tech,CSE,6.160037129627801
Male,B.Tech,ECE,8.395861697452098
Female,B.Tech,CSE,9.210959211272876
Male,PhD,CND,8.768506968409742
Female,B.Tech,CSE,5.9081194282649365
Female,B.Tech,ECE,8.7635193328177
Male,MS,ECE,6.9069974182461324
Male,B.Tech,CSE,6.695508545924674
Male,B.Tech,ECE,7.054777766987373
Male,PhD,ECE,9.262018921919376
Female,B.Tech,ECE,7.912659137551725
Female,MS,ECE,7.675369613640337
Male,B.Tech,ECE,6.05504372922025
Male,MS,CHD,8.701534857662278
Female,PhD,CHD,8.033320521389824
Female,B.Tech,ECE,7.2167400878649755
Female,B.Tech,ECE,5.630223510740884
Male,B.Tech,CND,7.5692578552242
Male,MS,ECE,8.342086602023235
Female,B.Tech,ECE,5.758379938341829
Female,B.Tech,CSE,8.03162311287164
Male,B.Tech,CSE,7.554745808242782
Male,PhD,ECE,8.67001212639005
Male,B.Tech,CHD,6.621321307249869
Male,B.Tech,ECE,7.178956411286443
Male,B.Tech,ECE,7.063378868865325
Female,B.Tech,CSE,6.8518295952457695
Male,B.Tech,ECE,7.170503278165846
Female,B.Tech,CND,8.256442973796382
Male,PhD,CSE,8.837475319351965
Female,PhD,CSE,7.7090696612655725
Female,B.Tech,ECE,7.98540181690694
Male,B.Tech,ECE,8.191143372748035
Male,B.Tech,ECE,6.848822326647634
Male,B.Tech,ECE,7.508447103797777
Male,B.Tech,ECE,7.494001667303018
Female,B.Tech,CSE,6.150033383325699
Female,B.Tech,ECE,6.618043712471672
Male,MS,CSE,8.525567167196124
Male,MS,ECE,7.652924434217984
Male,B.Tech,ECE,7.975499559262308
Female,B.Tech,CHD,8.304972440849761
Male,PhD,CND,8.871835920990236
Male,PhD,CHD,9.289902301584728
Male,B.Tech,CSE,6.909267717708888
Male,B.Tech,CSE,7.177201073969063
Male,B.Tech,CSE,7.32066304776264
Female,B.Tech,CHD,6.939602075009262
Male,B.Tech,CHD,7.5421789741016445
Male,B.Tech,CND,5.288795970988011
Female,B.Tech,CSE,7.204905388692519
Female,B.Tech,ECE,5.622563350117105
Male,B.Tech,ECE,6.0373767223924215
Male,PhD,CHD,8.666444905514957
Male,B.Tech,ECE,6.80088376155098
Male,B.Tech,ECE,7.697614474715806
Male,B.Tech,CSE,6.77922339639887
Male,B.Tech,CSE,8.106406316391155
Male,B.Tech,CSE,6.760919294378697
Female,B.Tech,CSE,5.0450815104368765
Male,B.Tech,CSE,7.2253925820112705
Female,B.Tech,CSE,4.831140154297449
Male,B.Tech,CSE,5.547279097467593
Female,MS,CHD,7.381937429701001
Female,B.Tech,CHD,5.992290522229813
Female,B.Tech,CHD,6.454949195583715
Female,B.Tech,CSE,5.957932176468894
Female,B.Tech,CSE,5.594047336414327
Male,B.Tech,CSE,8.541835744840775
Male,B.Tech,CND,6.321855453608104
Male,PhD,CHD,7.184616173426302
Female,PhD,CSE,8.119540813495371
Female,B.Tech,CHD,5.875268941972446
Male,MS,ECE,7.38052266089503
Male,B.Tech,CHD,7.710342481352486
Male,PhD,ECE,8.075921190607392
Female,B.Tech,CSE,5.847403398782115
Male,B.Tech,ECE,7.446253509957245
Male,B.Tech,CHD,8.149940830609086
Male,B.Tech,CHD,7.5368721626398445
Male,MS,ECE,6.282511099844703
Female,PhD,CSE,7.742505248801494
Female,B.Tech,ECE,7.047448530636205
Female,MS,CND,7.8289904163151895
Male,MS,CHD,7.770907392242562
Male,B.Tech,ECE,6.017243307159166
Male,B.Tech,ECE,5.594415916922561
Female,B.Tech,ECE,9.007781717813021
Male,B.Tech,ECE,7.027110953138912
Male,B.Tech,ECE,7.642121788867418
Male,B.Tech,CHD,7.006251173583809
Female,B.Tech,ECE,7.046348698637989
Male,B.Tech,ECE,6.9378966001907125
Female,PhD,ECE,7.739777070462784
Male,B.Tech,CSE,5.485510541965752
Male,B.Tech,CND,7.3862253737449866
Male,B.Tech,CSE,7.187842407271167
Male,B.Tech,CHD,7.938280898459707
Male,B.Tech,ECE,7.735360826642027
Male,B.Tech,ECE,6.191487807250329
Male,B.Tech,CND,8.13259130892187
Female,B.Tech,ECE,7.765027195154517
Male,B.Tech,CHD,7.690841569857335
Female,B.Tech,CSE,9.249326791978808
Male,B.Tech,ECE,9.043958762508188
Female,B.Tech,ECE,7.689913766554886
Male,B.Tech,CSE,7.56519720583753
Male,B.Tech,ECE,8.08165518176968
Male,MS,CHD,7.59123236123074
Male,B.Tech,CHD,6.43017074240895
Male,MS,ECE,8.47139498496434
Female,MS,CHD,7.400466737610699
Female,B.Tech,CSE,7.592769485523255
Female,B.Tech,ECE,7.15683216653619
Female,B.Tech,ECE,6.143809895407881
Male,B.Tech,ECE,7.025866510288299
Male,B.Tech,ECE,8.305081592138416
Male,B.Tech,CSE,7.082370450653838
Male,B.Tech,CSE,7.086547647617977
Male,B.Tech,CSE,7.328985278904597
Male,MS,CHD,8.321431966024127
Male,B.Tech,CHD,6.669159533918807
Male,PhD,CSE,8.475130523983525
Female,PhD,CSE,7.775464820204634
Female,PhD,ECE,7.9004644715830565
Male,MS,CHD,7.530195624347064
Female,B.Tech,CSE,7.469762689634108
Female,B.Tech,CSE,7.160232827556277
Male,B.Tech,CSE,6.865640422756047
Male,B.Tech,CSE,7.690769989585287
Male,MS,CSE,8.265203457919634
Female,PhD,ECE,8.155011610008565
Female,B.Tech,ECE,5.9647691571801875
Male,B.Tech,ECE,6.180291198773247
Male,B.Tech,CSE,5.533190534607108
Male,B.Tech,ECE,7.1405695501508255
Male,B.Tech,ECE,6.1378612175463285
Male,B.Tech,CND,6.504677018016129
Female,MS,CSE,7.910686523559796
Female,B.Tech,ECE,8.043995191330685
Female,PhD,CHD,8.76439529915841
Female,B.Tech,CSE,6.945291528746026
Female,MS,CND,8.885852442580209
Male,B.Tech,ECE,4.98765149067914
Male,MS,CHD,9.31405438483656
Male,B.Tech,CSE,7.692499714304585
Female,B.Tech,CSE,7.102803285019929
Male,B.Tech,ECE,6.108640319247937
Female,PhD,ECE,8.080966316934768
Male,B.Tech,ECE,7.609350895578041
Male,B.Tech,CSE,7.632079383531414
Male,B.Tech,ECE,7.6683933705907865
Male,B.Tech,ECE,6.271503265633539
Female,MS,CSE,7.349106600889353
Female,B.Tech,ECE,7.195205244352507
Male,B.Tech,ECE,7.769853957771473
Male,PhD,ECE,8.30159242475243
Male,MS,CSE,9.037038972819618
Male,MS,CSE,8.023196223533079
Male,B.Tech,CSE,6.999291356167014
Female,B.Tech,CND,7.670559991192669
Male,B.Tech,ECE,8.219230137592039
Male,MS,CSE,7.055521318136819
Male,B.Tech,CSE,5.881988291964402
Male,B.Tech,CSE,6.686738562255962
Male,B.Tech,ECE,10.0
Male,B.Tech,CSE,6.738531437459068
Male,MS,ECE,7.914751939892602
Male,B.Tech,CSE,7.618351929807918
Male,B.Tech,CHD,7.976928902813475
Male,PhD,ECE,8.384892558227378
Male,B.Tech,ECE,8.164347495040257
Female,B.Tech,ECE,5.80602881697408
Male,PhD,ECE,7.9169557876286385
Male,PhD,CND,8.881243475289821
Male,B.Tech,ECE,7.010943114783474
Male,B.Tech,ECE,5.737549394991335
Male,B.Tech,ECE,5.677462068382793
Female,MS,CND,7.432341436258707
Female,MS,CHD,8.001487879510542
Male,B.Tech,CND,7.467379569726789
Male,B.Tech,CSE,6.670940000055861
Male,B.Tech,ECE,7.384999189239519
Female,B.Tech,CND,6.562933513306385
Male,B.Tech,CSE,8.223920201616917
Male,MS,CND,9.78628806620065
Male,B.Tech,CSE,6.607387267915576
Male,B.Tech,CND,7.479932810798946
Male,B.Tech,ECE,7.398410824150112
Male,B.Tech,CSE,7.138695426259925
Male,B.Tech,CHD,7.653250945341291
Female,B.Tech,CSE,7.478821188979827
Male,B.Tech,CSE,6.528946429615106
Male,B.Tech,CSE,8.316545772622687
Female,B.Tech,ECE,7.201666247486776
Male,MS,CND,7.730639706118746
Male,B.Tech,CSE,9.4432025238474
Male,B.Tech,ECE,6.8837866228444
Male,MS,CSE,8.178460688996624
Female,B.Tech,ECE,7.175440344580337
Male,PhD,CSE,8.235052694524397
Male,B.Tech,CSE,7.448664705044015
Male,MS,CSE,7.408500063635863
Male,PhD,CHD,8.598271693261529
Female,MS,CND,6.7691521801253
Male,B.Tech,ECE,5.701930248742871
Male,B.Tech,CSE,8.825724547168516
Female,B.Tech,ECE,5.743819973278214
Male,B.Tech,ECE,5.040041147963139
Female,MS,CSE,7.138008681653669
Female,B.Tech,CSE,8.740057269196734
Female,B.Tech,CSE,5.208138259727285
Male,B.Tech,ECE,6.044185817408449
Male,B.Tech,ECE,5.541807515683013
Female,MS,ECE,7.808109562036994
Male,MS,CSE,7.694785371273484
Male,B.Tech,CSE,6.519243493272967
Female,B.Tech,CND,8.856133799405136
Female,B.Tech,CSE,5.800924682362452
Male,B.Tech,CND,6.897812220282889
Male,PhD,CHD,8.469300623160368
Male,MS,CSE,7.313853516549499
Female,B.Tech,ECE,7.486589981246603
Female,B.Tech,CND,6.600189505446692
Male,B.Tech,ECE,7.374309066189856
Male,B.Tech,CHD,6.892000748474347
Female,B.Tech,CSE,4.949468774433695
Male,B.Tech,ECE,8.306098712765742
Male,B.Tech,CHD,9.070458315354072
Female,B.Tech,CND,6.823245818065186
Male,B.Tech,ECE,6.102047948133396
Male,PhD,CHD,9.053006360587844
Male,MS,CSE,9.32326803200723
Male,B.Tech,CSE,6.831204588410003
Female,B.Tech,CSE,6.7813193847794855
Male,B.Tech,CSE,6.920088902328501
Other,B.Tech,CSE,5.325451110754695
Male,B.Tech,CSE,6.708874121306772
Male,MS,CND,9.200459321284471
Male,B.Tech,ECE,6.83131133922944
Male,B.Tech,ECE,5.959965472127795
Male,B.Tech,CND,7.49668561930448
Male,PhD,CSE,7.966400600752944
Male,PhD,ECE,8.266773938166038
Male,B.Tech,ECE,5.7311512194527205
Female,B.Tech,CSE,5.963375838813269
Female,B.Tech,ECE,7.737659254863592
Female,B.Tech,CSE,7.115866779401088
